client_id,date,product,balance
1001,2023-11-30,FPV,0
1001,2023-12-31,FPV,0
1001,2024-01-31,FPV,0
1001,2024-02-29,FPV,0
1001,2024-03-31,FPV,0
1001,2024-04-30,FPV,0
1001,2024-05-31,FPV,0
1001,2024-06-30,FPV,0
1001,2024-07-31,FPV,0
1001,2024-08-31,FPV,0
1001,2024-09-30,FPV,0
1001,2024-10-31,FPV,0
1001,2024-11-30,FPV,0
1001,2024-12-31,FPV,0
1002,2023-01-31,FIC,0
1002,2023-02-28,FIC,0
1002,2023-03-31,FIC,0
1002,2023-04-30,FIC,0
1002,2023-05-31,FIC,0
1002,2023-06-30,FIC,0
1002,2023-07-31,FIC,0
1002,2023-08-31,FIC,0
1002,2023-09-30,FIC,0
1002,2023-10-31,FIC,0
1002,2023-11-30,FIC,0
1002,2023-12-31,FIC,0
1002,2024-01-31,FIC,0
1002,2024-02-29,FIC,0
1002,2024-03-31,FIC,5750000
1002,2024-04-30,FIC,4500000
1002,2024-05-31,FIC,3550000
1002,2024-06-30,FIC,5150000
1002,2024-07-31,FIC,4450000
1002,2024-08-31,FIC,4100000
1002,2024-09-30,FIC,3000000
1002,2024-10-31,FIC,5150000
1002,2024-11-30,FIC,6050000
1002,2024-12-31,FIC,6700000
1002,2023-01-31,CDT,0
1002,2023-02-28,CDT,0
1002,2023-03-31,CDT,0
1002,2023-04-30,CDT,0
1002,2023-05-31,CDT,0
1002,2023-06-30,CDT,0
1002,2023-07-31,CDT,0
1002,2023-08-31,CDT,0
1002,2023-09-30,CDT,0
1002,2023-10-31,CDT,0
1002,2023-11-30,CDT,0
1002,2023-12-31,CDT,0
1002,2024-01-31,CDT,0
1002,2024-02-29,CDT,0
1002,2024-03-31,CDT,0
1002,2024-04-30,CDT,0
1002,2024-05-31,CDT,0
1002,2024-06-30,CDT,0
1002,2024-07-31,CDT,0
1002,2024-08-31,CDT,0
1002,2024-09-30,CDT,0
1002,2024-10-31,CDT,0
1002,2024-11-30,CDT,0
1002,2024-12-31,CDT,0
1002,2023-01-31,ACCIONES,0
1002,2023-02-28,ACCIONES,0
1002,2023-03-31,ACCIONES,0
1002,2023-04-30,ACCIONES,0
1002,2023-05-31,ACCIONES,0
1002,2023-06-30,ACCIONES,0
1002,2023-07-31,ACCIONES,0
1002,2023-08-31,ACCIONES,0
1002,2023-09-30,ACCIONES,0
1002,2023-10-31,ACCIONES,0
1002,2023-11-30,ACCIONES,0
1002,2023-12-31,ACCIONES,0
1002,2024-01-31,ACCIONES,0
1002,2024-02-29,ACCIONES,0
1002,2024-03-31,ACCIONES,0
1002,2024-04-30,ACCIONES,0
1002,2024-05-31,ACCIONES,0
1002,2024-06-30,ACCIONES,0
1002,2024-07-31,ACCIONES,0
1002,2024-08-31,ACCIONES,0
1002,2024-09-30,ACCIONES,8850000
1002,2024-10-31,ACCIONES,8350000
1002,2024-11-30,ACCIONES,8850000
1002,2024-12-31,ACCIONES,8850000
1002,2023-01-31,FPV,0
1002,2023-02-28,FPV,0
1002,2023-03-31,FPV,0
1002,2023-04-30,FPV,0
1002,2023-05-31,FPV,0
1002,2023-06-30,FPV,0
1002,2023-07-31,FPV,0
1002,2023-08-31,FPV,0
1002,2023-09-30,FPV,0
1002,2023-10-31,FPV,0
1002,2023-11-30,FPV,0
1002,2023-12-31,FPV,0
1002,2024-01-31,FPV,0
1002,2024-02-29,FPV,0
1002,2024-03-31,FPV,1350000
1002,2024-04-30,FPV,1350000
1002,2024-05-31,FPV,800000
1002,2024-06-30,FPV,1500000
1002,2024-07-31,FPV,3900000
1002,2024-08-31,FPV,4600000
1002,2024-09-30,FPV,4600000
1002,2024-10-31,FPV,4600000
1002,2024-11-30,FPV,6450000
1002,2024-12-31,FPV,6450000
1003,2023-01-31,FIC,0
1003,2023-02-28,FIC,0
1003,2023-03-31,FIC,0
1003,2023-04-30,FIC,0
1003,2023-05-31,FIC,0
1003,2023-06-30,FIC,0
1003,2023-07-31,FIC,0
1003,2023-08-31,FIC,0
1003,2023-09-30,FIC,0
1003,2023-10-31,FIC,0
1003,2023-11-30,FIC,0
1003,2023-12-31,FIC,0
1003,2024-01-31,FIC,500000
1003,2024-02-29,FIC,500000
1003,2024-03-31,FIC,500000
1003,2024-04-30,FIC,300000
1003,2024-05-31,FIC,1300000
1003,2024-06-30,FIC,2200000
1003,2024-07-31,FIC,1900000
1003,2024-08-31,FIC,1900000
1003,2024-09-30,FIC,3650000
1003,2024-10-31,FIC,3650000
1003,2024-11-30,FIC,3800000
1003,2024-12-31,FIC,4150000
1003,2023-01-31,CDT,0
1003,2023-02-28,CDT,0
1003,2023-03-31,CDT,0
1003,2023-04-30,CDT,0
1003,2023-05-31,CDT,0
1003,2023-06-30,CDT,0
1003,2023-07-31,CDT,0
1003,2023-08-31,CDT,0
1003,2023-09-30,CDT,0
1003,2023-10-31,CDT,0
1003,2023-11-30,CDT,0
1003,2023-12-31,CDT,0
1003,2024-01-31,CDT,0
1003,2024-02-29,CDT,1300000
1003,2024-03-31,CDT,1300000
1003,2024-04-30,CDT,1300000
1003,2024-05-31,CDT,1300000
1003,2024-06-30,CDT,1300000
1003,2024-07-31,CDT,1300000
1003,2024-08-31,CDT,2050000
1003,2024-09-30,CDT,2050000
1003,2024-10-31,CDT,2050000
1003,2024-11-30,CDT,2450000
1003,2024-12-31,CDT,2450000
1003,2023-01-31,ACCIONES,0
1003,2023-02-28,ACCIONES,0
1003,2023-03-31,ACCIONES,0
1003,2023-04-30,ACCIONES,0
1003,2023-05-31,ACCIONES,0
1003,2023-06-30,ACCIONES,0
1003,2023-07-31,ACCIONES,0
1003,2023-08-31,ACCIONES,0
1003,2023-09-30,ACCIONES,0
1003,2023-10-31,ACCIONES,0
1003,2023-11-30,ACCIONES,0
1003,2023-12-31,ACCIONES,0
1003,2024-01-31,ACCIONES,0
1003,2024-02-29,ACCIONES,0
1003,2024-03-31,ACCIONES,0
1003,2024-04-30,ACCIONES,0
1003,2024-05-31,ACCIONES,0
1003,2024-06-30,ACCIONES,0
1003,2024-07-31,ACCIONES,0
1003,2024-08-31,ACCIONES,0
1003,2024-09-30,ACCIONES,0
1003,2024-10-31,ACCIONES,0
1003,2024-11-30,ACCIONES,0
1003,2024-12-31,ACCIONES,0
1003,2023-01-31,FPV,0
1003,2023-02-28,FPV,0
1003,2023-03-31,FPV,0
1003,2023-04-30,FPV,0
1003,2023-05-31,FPV,0
1003,2023-06-30,FPV,0
1003,2023-07-31,FPV,0
1003,2023-08-31,FPV,0
1003,2023-09-30,FPV,0
1003,2023-10-31,FPV,0
1003,2023-11-30,FPV,0
1003,2023-12-31,FPV,0
1003,2024-01-31,FPV,0
1003,2024-02-29,FPV,0
1003,2024-03-31,FPV,0
1003,2024-04-30,FPV,0
1003,2024-05-31,FPV,0
1003,2024-06-30,FPV,0
1003,2024-07-31,FPV,0
1003,2024-08-31,FPV,0
1003,2024-09-30,FPV,0
1003,2024-10-31,FPV,0
1003,2024-11-30,FPV,0
1003,2024-12-31,FPV,300000
1004,2023-01-31,FIC,800000
1004,2023-02-28,FIC,800000
1004,2023-03-31,FIC,800000
1004,2023-04-30,FIC,800000
1004,2023-05-31,FIC,1650000
1004,2023-06-30,FIC,2050000
1004,2023-07-31,FIC,2000000
1004,2023-08-31,FIC,2000000
1004,2023-09-30,FIC,2650000
1004,2023-10-31,FIC,3200000
1004,2023-11-30,FIC,3200000
1004,2023-12-31,FIC,2700000
1004,2024-01-31,FIC,3500000
1004,2024-02-29,FIC,3500000
1004,2024-03-31,FIC,3500000
1004,2024-04-30,FIC,3500000
1004,2024-05-31,FIC,3500000
1004,2024-06-30,FIC,4000000
1004,2024-07-31,FIC,4200000
1004,2024-08-31,FIC,4200000
1004,2024-09-30,FIC,4200000
1004,2024-10-31,FIC,4200000
1004,2024-11-30,FIC,4200000
1004,2024-12-31,FIC,4200000
1004,2023-01-31,CDT,0
1004,2023-02-28,CDT,0
1004,2023-03-31,CDT,1100000
1004,2023-04-30,CDT,1100000
1004,2023-05-31,CDT,1100000
1004,2023-06-30,CDT,1100000
1004,2023-07-31,CDT,1100000
1004,2023-08-31,CDT,1100000
1004,2023-09-30,CDT,1100000
1004,2023-10-31,CDT,1100000
1004,2023-11-30,CDT,1100000
1004,2023-12-31,CDT,1100000
1004,2024-01-31,CDT,1100000
1004,2024-02-29,CDT,1100000
1004,2024-03-31,CDT,1550000
1004,2024-04-30,CDT,1550000
1004,2024-05-31,CDT,1550000
1004,2024-06-30,CDT,1550000
1004,2024-07-31,CDT,2150000
1004,2024-08-31,CDT,2150000
1004,2024-09-30,CDT,2150000
1004,2024-10-31,CDT,2800000
1004,2024-11-30,CDT,4150000
1004,2024-12-31,CDT,5050000
1004,2023-01-31,ACCIONES,0
1004,2023-02-28,ACCIONES,0
1004,2023-03-31,ACCIONES,0
1004,2023-04-30,ACCIONES,0
1004,2023-05-31,ACCIONES,0
1004,2023-06-30,ACCIONES,0
1004,2023-07-31,ACCIONES,0
1004,2023-08-31,ACCIONES,0
1004,2023-09-30,ACCIONES,0
1004,2023-10-31,ACCIONES,0
1004,2023-11-30,ACCIONES,0
1004,2023-12-31,ACCIONES,0
1004,2024-01-31,ACCIONES,0
1004,2024-02-29,ACCIONES,0
1004,2024-03-31,ACCIONES,0
1004,2024-04-30,ACCIONES,0
1004,2024-05-31,ACCIONES,0
1004,2024-06-30,ACCIONES,0
1004,2024-07-31,ACCIONES,0
1004,2024-08-31,ACCIONES,0
1004,2024-09-30,ACCIONES,0
1004,2024-10-31,ACCIONES,0
1004,2024-11-30,ACCIONES,0
1004,2024-12-31,ACCIONES,0
1004,2023-01-31,FPV,0
1004,2023-02-28,FPV,0
1004,2023-03-31,FPV,0
1004,2023-04-30,FPV,0
1004,2023-05-31,FPV,0
1004,2023-06-30,FPV,0
1004,2023-07-31,FPV,0
1004,2023-08-31,FPV,0
1004,2023-09-30,FPV,0
1004,2023-10-31,FPV,0
1004,2023-11-30,FPV,0
1004,2023-12-31,FPV,0
1004,2024-01-31,FPV,0
1004,2024-02-29,FPV,0
1004,2024-03-31,FPV,0
1004,2024-04-30,FPV,0
1004,2024-05-31,FPV,0
1004,2024-06-30,FPV,0
1004,2024-07-31,FPV,0
1004,2024-08-31,FPV,0
1004,2024-09-30,FPV,0
1004,2024-10-31,FPV,0
1004,2024-11-30,FPV,0
1004,2024-12-31,FPV,0
1005,2023-01-31,FIC,0
1005,2023-02-28,FIC,0
1005,2023-03-31,FIC,0
1005,2023-04-30,FIC,0
1005,2023-05-31,FIC,0
1005,2023-06-30,FIC,0
1005,2023-07-31,FIC,0
1005,2023-08-31,FIC,0
1005,2023-09-30,FIC,0
1005,2023-10-31,FIC,0
1005,2023-11-30,FIC,900000
1005,2023-12-31,FIC,1650000
1005,2024-01-31,FIC,2800000
1005,2024-02-29,FIC,3050000
1005,2024-03-31,FIC,3050000
1005,2024-04-30,FIC,4950000
1005,2024-05-31,FIC,4950000
1005,2024-06-30,FIC,5650000
1005,2024-07-31,FIC,5950000
1005,2024-08-31,FIC,6500000
1005,2024-09-30,FIC,6500000
1005,2024-10-31,FIC,6750000
1005,2024-11-30,FIC,7300000
1005,2024-12-31,FIC,7850000
1005,2023-01-31,CDT,0
1005,2023-02-28,CDT,0
1005,2023-03-31,CDT,0
1005,2023-04-30,CDT,0
1005,2023-05-31,CDT,0
1005,2023-06-30,CDT,0
1005,2023-07-31,CDT,0
1005,2023-08-31,CDT,0
1005,2023-09-30,CDT,0
1005,2023-10-31,CDT,0
1005,2023-11-30,CDT,0
1005,2023-12-31,CDT,0
1005,2024-01-31,CDT,0
1005,2024-02-29,CDT,800000
1005,2024-03-31,CDT,1650000
1005,2024-04-30,CDT,1650000
1005,2024-05-31,CDT,1650000
1005,2024-06-30,CDT,1650000
1005,2024-07-31,CDT,1650000
1005,2024-08-31,CDT,2450000
1005,2024-09-30,CDT,2450000
1005,2024-10-31,CDT,3200000
1005,2024-11-30,CDT,3200000
1005,2024-12-31,CDT,2550000
1005,2023-01-31,ACCIONES,0
1005,2023-02-28,ACCIONES,0
1005,2023-03-31,ACCIONES,0
1005,2023-04-30,ACCIONES,0
1005,2023-05-31,ACCIONES,0
1005,2023-06-30,ACCIONES,0
1005,2023-07-31,ACCIONES,0
1005,2023-08-31,ACCIONES,0
1005,2023-09-30,ACCIONES,0
1005,2023-10-31,ACCIONES,0
1005,2023-11-30,ACCIONES,0
1005,2023-12-31,ACCIONES,0
1005,2024-01-31,ACCIONES,850000
1005,2024-02-29,ACCIONES,850000
1005,2024-03-31,ACCIONES,850000
1005,2024-04-30,ACCIONES,850000
1005,2024-05-31,ACCIONES,850000
1005,2024-06-30,ACCIONES,850000
1005,2024-07-31,ACCIONES,850000
1005,2024-08-31,ACCIONES,850000
1005,2024-09-30,ACCIONES,850000
1005,2024-10-31,ACCIONES,850000
1005,2024-11-30,ACCIONES,850000
1005,2024-12-31,ACCIONES,1800000
1005,2023-01-31,FPV,0
1005,2023-02-28,FPV,0
1005,2023-03-31,FPV,0
1005,2023-04-30,FPV,0
1005,2023-05-31,FPV,0
1005,2023-06-30,FPV,0
1005,2023-07-31,FPV,0
1005,2023-08-31,FPV,0
1005,2023-09-30,FPV,0
1005,2023-10-31,FPV,0
1005,2023-11-30,FPV,0
1005,2023-12-31,FPV,0
1005,2024-01-31,FPV,0
1005,2024-02-29,FPV,0
1005,2024-03-31,FPV,800000
1005,2024-04-30,FPV,800000
1005,2024-05-31,FPV,800000
1005,2024-06-30,FPV,800000
1005,2024-07-31,FPV,800000
1005,2024-08-31,FPV,800000
1005,2024-09-30,FPV,800000
1005,2024-10-31,FPV,800000
1005,2024-11-30,FPV,800000
1005,2024-12-31,FPV,800000
1006,2023-01-31,FIC,1150000
1006,2023-02-28,FIC,1750000
1006,2023-03-31,FIC,1750000
1006,2023-04-30,FIC,1500000
1006,2023-05-31,FIC,1500000
1006,2023-06-30,FIC,1500000
1006,2023-07-31,FIC,1500000
1006,2023-08-31,FIC,1500000
1006,2023-09-30,FIC,1500000
1006,2023-10-31,FIC,3000000
1006,2023-11-30,FIC,3850000
1006,2023-12-31,FIC,4700000
1006,2024-01-31,FIC,4700000
1006,2024-02-29,FIC,4700000
1006,2024-03-31,FIC,4700000
1006,2024-04-30,FIC,4900000
1006,2024-05-31,FIC,4900000
1006,2024-06-30,FIC,4900000
1006,2024-07-31,FIC,4900000
1006,2024-08-31,FIC,0
1006,2024-09-30,FIC,0
1006,2024-10-31,FIC,0
1006,2024-11-30,FIC,0
1006,2024-12-31,FIC,0
1006,2023-01-31,CDT,0
1006,2023-02-28,CDT,0
1006,2023-03-31,CDT,0
1006,2023-04-30,CDT,0
1006,2023-05-31,CDT,0
1006,2023-06-30,CDT,0
1006,2023-07-31,CDT,0
1006,2023-08-31,CDT,0
1006,2023-09-30,CDT,0
1006,2023-10-31,CDT,0
1006,2023-11-30,CDT,0
1006,2023-12-31,CDT,0
1006,2024-01-31,CDT,0
1006,2024-02-29,CDT,0
1006,2024-03-31,CDT,1850000
1006,2024-04-30,CDT,1850000
1006,2024-05-31,CDT,1850000
1006,2024-06-30,CDT,1850000
1006,2024-07-31,CDT,1850000
1006,2024-08-31,CDT,0
1006,2024-09-30,CDT,0
1006,2024-10-31,CDT,0
1006,2024-11-30,CDT,0
1006,2024-12-31,CDT,0
1006,2023-01-31,ACCIONES,0
1006,2023-02-28,ACCIONES,0
1006,2023-03-31,ACCIONES,0
1006,2023-04-30,ACCIONES,0
1006,2023-05-31,ACCIONES,0
1006,2023-06-30,ACCIONES,0
1006,2023-07-31,ACCIONES,0
1006,2023-08-31,ACCIONES,0
1006,2023-09-30,ACCIONES,0
1006,2023-10-31,ACCIONES,650000
1006,2023-11-30,ACCIONES,550000
1006,2023-12-31,ACCIONES,550000
1006,2024-01-31,ACCIONES,550000
1006,2024-02-29,ACCIONES,550000
1006,2024-03-31,ACCIONES,550000
1006,2024-04-30,ACCIONES,550000
1006,2024-05-31,ACCIONES,550000
1006,2024-06-30,ACCIONES,1400000
1006,2024-07-31,ACCIONES,1400000
1006,2024-08-31,ACCIONES,0
1006,2024-09-30,ACCIONES,0
1006,2024-10-31,ACCIONES,0
1006,2024-11-30,ACCIONES,0
1006,2024-12-31,ACCIONES,0
1006,2023-01-31,FPV,0
1006,2023-02-28,FPV,0
1006,2023-03-31,FPV,0
1006,2023-04-30,FPV,0
1006,2023-05-31,FPV,0
1006,2023-06-30,FPV,0
1006,2023-07-31,FPV,0
1006,2023-08-31,FPV,0
1006,2023-09-30,FPV,0
1006,2023-10-31,FPV,0
1006,2023-11-30,FPV,950000
1006,2023-12-31,FPV,950000
1006,2024-01-31,FPV,950000
1006,2024-02-29,FPV,950000
1006,2024-03-31,FPV,950000
1006,2024-04-30,FPV,950000
1006,2024-05-31,FPV,950000
1006,2024-06-30,FPV,950000
1006,2024-07-31,FPV,950000
1006,2024-08-31,FPV,0
1006,2024-09-30,FPV,0
1006,2024-10-31,FPV,0
1006,2024-11-30,FPV,0
1006,2024-12-31,FPV,0
1007,2023-01-31,FIC,0
1007,2023-02-28,FIC,0
1007,2023-03-31,FIC,0
1007,2023-04-30,FIC,0
1007,2023-05-31,FIC,0
1007,2023-06-30,FIC,0
1007,2023-07-31,FIC,0
1007,2023-08-31,FIC,0
1007,2023-09-30,FIC,0
1007,2023-10-31,FIC,0
1007,2023-11-30,FIC,1400000
1007,2023-12-31,FIC,1400000
1007,2024-01-31,FIC,2300000
1007,2024-02-29,FIC,2300000
1007,2024-03-31,FIC,2300000
1007,2024-04-30,FIC,3500000
1007,2024-05-31,FIC,3500000
1007,2024-06-30,FIC,3500000
1007,2024-07-31,FIC,3400000
1007,2024-08-31,FIC,3400000
1007,2024-09-30,FIC,3400000
1007,2024-10-31,FIC,4150000
1007,2024-11-30,FIC,5050000
1007,2024-12-31,FIC,5050000
1007,2023-01-31,CDT,0
1007,2023-02-28,CDT,0
1007,2023-03-31,CDT,0
1007,2023-04-30,CDT,0
1007,2023-05-31,CDT,0
1007,2023-06-30,CDT,0
1007,2023-07-31,CDT,0
1007,2023-08-31,CDT,0
1007,2023-09-30,CDT,0
1007,2023-10-31,CDT,0
1007,2023-11-30,CDT,0
1007,2023-12-31,CDT,0
1007,2024-01-31,CDT,0
1007,2024-02-29,CDT,0
1007,2024-03-31,CDT,0
1007,2024-04-30,CDT,0
1007,2024-05-31,CDT,0
1007,2024-06-30,CDT,0
1007,2024-07-31,CDT,0
1007,2024-08-31,CDT,0
1007,2024-09-30,CDT,0
1007,2024-10-31,CDT,0
1007,2024-11-30,CDT,750000
1007,2024-12-31,CDT,750000
1007,2023-01-31,ACCIONES,0
1007,2023-02-28,ACCIONES,0
1007,2023-03-31,ACCIONES,0
1007,2023-04-30,ACCIONES,0
1007,2023-05-31,ACCIONES,0
1007,2023-06-30,ACCIONES,0
1007,2023-07-31,ACCIONES,0
1007,2023-08-31,ACCIONES,0
1007,2023-09-30,ACCIONES,0
1007,2023-10-31,ACCIONES,0
1007,2023-11-30,ACCIONES,0
1007,2023-12-31,ACCIONES,0
1007,2024-01-31,ACCIONES,0
1007,2024-02-29,ACCIONES,0
1007,2024-03-31,ACCIONES,0
1007,2024-04-30,ACCIONES,0
1007,2024-05-31,ACCIONES,1500000
1007,2024-06-30,ACCIONES,1500000
1007,2024-07-31,ACCIONES,1500000
1007,2024-08-31,ACCIONES,1500000
1007,2024-09-30,ACCIONES,1500000
1007,2024-10-31,ACCIONES,1500000
1007,2024-11-30,ACCIONES,1500000
1007,2024-12-31,ACCIONES,1500000
1007,2023-01-31,FPV,0
1007,2023-02-28,FPV,0
1007,2023-03-31,FPV,0
1007,2023-04-30,FPV,0
1007,2023-05-31,FPV,0
1007,2023-06-30,FPV,0
1007,2023-07-31,FPV,0
1007,2023-08-31,FPV,0
1007,2023-09-30,FPV,0
1007,2023-10-31,FPV,0
1007,2023-11-30,FPV,0
1007,2023-12-31,FPV,0
1007,2024-01-31,FPV,0
1007,2024-02-29,FPV,0
1007,2024-03-31,FPV,0
1007,2024-04-30,FPV,0
1007,2024-05-31,FPV,0
1007,2024-06-30,FPV,0
1007,2024-07-31,FPV,0
1007,2024-08-31,FPV,0
1007,2024-09-30,FPV,0
1007,2024-10-31,FPV,0
1007,2024-11-30,FPV,0
1007,2024-12-31,FPV,0
1008,2023-01-31,FIC,0
1008,2023-02-28,FIC,0
1008,2023-03-31,FIC,3500000
1008,2023-04-30,FIC,3500000
1008,2023-05-31,FIC,3500000
1008,2023-06-30,FIC,4500000
1008,2023-07-31,FIC,9300000
1008,2023-08-31,FIC,9300000
1008,2023-09-30,FIC,10100000
1008,2023-10-31,FIC,28350000
1008,2023-11-30,FIC,24550000
1008,2023-12-31,FIC,22650000
1008,2024-01-31,FIC,19650000
1008,2024-02-29,FIC,19650000
1008,2024-03-31,FIC,19650000
1008,2024-04-30,FIC,29050000
1008,2024-05-31,FIC,33050000
1008,2024-06-30,FIC,48450000
1008,2024-07-31,FIC,51850000
1008,2024-08-31,FIC,55350000
1008,2024-09-30,FIC,55700000
1008,2024-10-31,FIC,51350000
1008,2024-11-30,FIC,52900000
1008,2024-12-31,FIC,52900000
1008,2023-01-31,CDT,0
1008,2023-02-28,CDT,1700000
1008,2023-03-31,CDT,1700000
1008,2023-04-30,CDT,1700000
1008,2023-05-31,CDT,1700000
1008,2023-06-30,CDT,0
1008,2023-07-31,CDT,4150000
1008,2023-08-31,CDT,8750000
1008,2023-09-30,CDT,8750000
1008,2023-10-31,CDT,8750000
1008,2023-11-30,CDT,11300000
1008,2023-12-31,CDT,11300000
1008,2024-01-31,CDT,11300000
1008,2024-02-29,CDT,11300000
1008,2024-03-31,CDT,11300000
1008,2024-04-30,CDT,11300000
1008,2024-05-31,CDT,11300000
1008,2024-06-30,CDT,11300000
1008,2024-07-31,CDT,14450000
1008,2024-08-31,CDT,12650000
1008,2024-09-30,CDT,16700000
1008,2024-10-31,CDT,15150000
1008,2024-11-30,CDT,15150000
1008,2024-12-31,CDT,10600000
1008,2023-01-31,ACCIONES,0
1008,2023-02-28,ACCIONES,0
1008,2023-03-31,ACCIONES,0
1008,2023-04-30,ACCIONES,0
1008,2023-05-31,ACCIONES,0
1008,2023-06-30,ACCIONES,0
1008,2023-07-31,ACCIONES,0
1008,2023-08-31,ACCIONES,0
1008,2023-09-30,ACCIONES,0
1008,2023-10-31,ACCIONES,0
1008,2023-11-30,ACCIONES,0
1008,2023-12-31,ACCIONES,0
1008,2024-01-31,ACCIONES,0
1008,2024-02-29,ACCIONES,0
1008,2024-03-31,ACCIONES,0
1008,2024-04-30,ACCIONES,0
1008,2024-05-31,ACCIONES,0
1008,2024-06-30,ACCIONES,0
1008,2024-07-31,ACCIONES,0
1008,2024-08-31,ACCIONES,0
1008,2024-09-30,ACCIONES,30700000
1008,2024-10-31,ACCIONES,30700000
1008,2024-11-30,ACCIONES,30700000
1008,2024-12-31,ACCIONES,30700000
1008,2023-01-31,FPV,0
1008,2023-02-28,FPV,0
1008,2023-03-31,FPV,3500000
1008,2023-04-30,FPV,750000
1008,2023-05-31,FPV,750000
1008,2023-06-30,FPV,0
1008,2023-07-31,FPV,650000
1008,2023-08-31,FPV,3300000
1008,2023-09-30,FPV,7400000
1008,2023-10-31,FPV,7400000
1008,2023-11-30,FPV,8700000
1008,2023-12-31,FPV,4400000
1008,2024-01-31,FPV,4400000
1008,2024-02-29,FPV,4400000
1008,2024-03-31,FPV,4400000
1008,2024-04-30,FPV,4400000
1008,2024-05-31,FPV,8250000
1008,2024-06-30,FPV,8250000
1008,2024-07-31,FPV,8250000
1008,2024-08-31,FPV,14100000
1008,2024-09-30,FPV,14100000
1008,2024-10-31,FPV,14100000
1008,2024-11-30,FPV,14100000
1008,2024-12-31,FPV,14100000
1009,2023-01-31,FIC,0
1009,2023-02-28,FIC,0
1009,2023-03-31,FIC,0
1009,2023-04-30,FIC,250000
1009,2023-05-31,FIC,50000
1009,2023-06-30,FIC,50000
1009,2023-07-31,FIC,0
1009,2023-08-31,FIC,0
1009,2023-09-30,FIC,0
1009,2023-10-31,FIC,0
1009,2023-11-30,FIC,0
1009,2023-12-31,FIC,100000
1009,2024-01-31,FIC,350000
1009,2024-02-29,FIC,200000
1009,2024-03-31,FIC,0
1009,2024-04-30,FIC,0
1009,2024-05-31,FIC,300000
1009,2024-06-30,FIC,0
1009,2024-07-31,FIC,0
1009,2024-08-31,FIC,0
1009,2024-09-30,FIC,0
1009,2024-10-31,FIC,0
1009,2024-11-30,FIC,0
1009,2024-12-31,FIC,0
1009,2023-01-31,CDT,0
1009,2023-02-28,CDT,0
1009,2023-03-31,CDT,0
1009,2023-04-30,CDT,0
1009,2023-05-31,CDT,0
1009,2023-06-30,CDT,100000
1009,2023-07-31,CDT,100000
1009,2023-08-31,CDT,100000
