client_id,registration_date,age,income_monthly,segment,risk_score,avg_aum,balance,last_txn_date,txn_count,days_since_txn,tenure_months,estimated_annual_value,is_churn,churn_probability,strategy_segment
1012,2023-09-10,44,7750000,premium,0.647,3251562.5,17750000,2024-12-27,76,4,15,48773.4375,0,0.2395676599453145,2. FIDELIZAR (Cuidar)
1012,2023-09-10,44,7750000,premium,0.647,3251562.5,0,2024-12-27,76,4,15,48773.4375,1,0.2395676599453145,2. FIDELIZAR (Cuidar)
1013,2023-04-05,48,10350000,premium,0.503,2154687.5,9050000,2024-12-31,56,0,21,32320.3125,0,0.18714334405675462,2. FIDELIZAR (Cuidar)
1013,2023-04-05,48,10350000,premium,0.503,2154687.5,0,2024-12-31,56,0,21,32320.3125,1,0.18714334405675462,2. FIDELIZAR (Cuidar)
1013,2023-04-05,48,10350000,premium,0.503,2154687.5,21050000,2024-12-31,56,0,21,32320.3125,0,0.18714334405675462,2. FIDELIZAR (Cuidar)
1013,2023-04-05,48,10350000,premium,0.503,2154687.5,9300000,2024-12-31,56,0,21,32320.3125,0,0.18714334405675462,2. FIDELIZAR (Cuidar)
1014,2023-10-22,30,4750000,retail,0.2,780208.3333333334,9800000,2024-11-15,28,46,14,11703.125,0,0.38536426711060956,4. BAJA PRIORIDAD
1014,2023-10-22,30,4750000,retail,0.2,780208.3333333334,3000000,2024-11-15,28,46,14,11703.125,0,0.38536426711060956,4. BAJA PRIORIDAD
1014,2023-10-22,30,4750000,retail,0.2,780208.3333333334,0,2024-11-15,28,46,14,11703.125,1,0.38536426711060956,4. BAJA PRIORIDAD
1014,2023-10-22,30,4750000,retail,0.2,780208.3333333334,450000,2024-11-15,28,46,14,11703.125,0,0.38536426711060956,4. BAJA PRIORIDAD
1015,2022-07-21,30,5100000,retail,0.078,1076562.5,7850000,2024-12-19,17,12,29,16148.4375,0,0.4392591208249999,4. BAJA PRIORIDAD
1015,2022-07-21,30,5100000,retail,0.078,1076562.5,3700000,2024-12-19,17,12,29,16148.4375,0,0.4392591208249999,4. BAJA PRIORIDAD
1015,2022-07-21,30,5100000,retail,0.078,1076562.5,0,2024-12-19,17,12,29,16148.4375,1,0.4392591208249999,4. BAJA PRIORIDAD
1015,2022-07-21,30,5100000,retail,0.078,1076562.5,0,2024-12-19,17,12,29,16148.4375,1,0.4392591208249999,4. BAJA PRIORIDAD
1016,2022-01-06,39,2050000,retail,0.379,739583.3333333334,0,2024-09-02,34,120,36,11093.75,1,0.865017049355431,3. DEJAR IR (No rentable)
1016,2022-01-06,39,2050000,retail,0.379,739583.3333333334,0,2024-09-02,34,120,36,11093.75,1,0.865017049355431,3. DEJAR IR (No rentable)
1016,2022-01-06,39,2050000,retail,0.379,739583.3333333334,0,2024-09-02,34,120,36,11093.75,1,0.865017049355431,3. DEJAR IR (No rentable)
1016,2022-01-06,39,2050000,retail,0.379,739583.3333333334,0,2024-09-02,34,120,36,11093.75,1,0.865017049355431,3. DEJAR IR (No rentable)
1017,2023-07-25,40,1950000,retail,0.23,385937.5,2900000,2024-11-21,22,40,17,5789.0625,0,0.4690823104297985,4. BAJA PRIORIDAD
1017,2023-07-25,40,1950000,retail,0.23,385937.5,1000000,2024-11-21,22,40,17,5789.0625,0,0.4690823104297985,4. BAJA PRIORIDAD
1017,2023-07-25,40,1950000,retail,0.23,385937.5,500000,2024-11-21,22,40,17,5789.0625,0,0.4690823104297985,4. BAJA PRIORIDAD
1017,2023-07-25,40,1950000,retail,0.23,385937.5,0,2024-11-21,22,40,17,5789.0625,1,0.4690823104297985,4. BAJA PRIORIDAD
1018,2022-10-23,41,7900000,retail,0.223,3357812.5,17600000,2024-12-16,28,15,26,50367.1875,0,0.31486697298571414,2. FIDELIZAR (Cuidar)
1018,2022-10-23,41,7900000,retail,0.223,3357812.5,4300000,2024-12-16,28,15,26,50367.1875,0,0.31486697298571414,2. FIDELIZAR (Cuidar)
1018,2022-10-23,41,7900000,retail,0.223,3357812.5,2800000,2024-12-16,28,15,26,50367.1875,0,0.31486697298571414,2. FIDELIZAR (Cuidar)
1018,2022-10-23,41,7900000,retail,0.223,3357812.5,1600000,2024-12-16,28,15,26,50367.1875,0,0.31486697298571414,2. FIDELIZAR (Cuidar)
1019,2023-08-27,39,1500000,retail,0.17,252083.33333333334,1900000,2024-12-10,21,21,16,3781.25,0,0.48534454276390804,4. BAJA PRIORIDAD
1019,2023-08-27,39,1500000,retail,0.17,252083.33333333334,850000,2024-12-10,21,21,16,3781.25,0,0.48534454276390804,4. BAJA PRIORIDAD
1019,2023-08-27,39,1500000,retail,0.17,252083.33333333334,0,2024-12-10,21,21,16,3781.25,1,0.48534454276390804,4. BAJA PRIORIDAD
1019,2023-08-27,39,1500000,retail,0.17,252083.33333333334,200000,2024-12-10,21,21,16,3781.25,0,0.48534454276390804,4. BAJA PRIORIDAD
1020,2024-03-06,40,8600000,retail,0.162,2557812.5,18350000,2024-12-30,25,1,10,38367.1875,0,0.3232687927470992,2. FIDELIZAR (Cuidar)
1020,2024-03-06,40,8600000,retail,0.162,2557812.5,9100000,2024-12-30,25,1,10,38367.1875,0,0.3232687927470992,2. FIDELIZAR (Cuidar)
1020,2024-03-06,40,8600000,retail,0.162,2557812.5,3800000,2024-12-30,25,1,10,38367.1875,0,0.3232687927470992,2. FIDELIZAR (Cuidar)
1020,2024-03-06,40,8600000,retail,0.162,2557812.5,0,2024-12-30,25,1,10,38367.1875,1,0.3232687927470992,2. FIDELIZAR (Cuidar)
1021,2021-07-21,30,3450000,retail,0.283,902083.3333333334,5750000,2024-12-23,16,8,41,13531.25,0,0.4207766481034066,4. BAJA PRIORIDAD
1021,2021-07-21,30,3450000,retail,0.283,902083.3333333334,800000,2024-12-23,16,8,41,13531.25,0,0.4207766481034066,4. BAJA PRIORIDAD
1021,2021-07-21,30,3450000,retail,0.283,902083.3333333334,1050000,2024-12-23,16,8,41,13531.25,0,0.4207766481034066,4. BAJA PRIORIDAD
1021,2021-07-21,30,3450000,retail,0.283,902083.3333333334,0,2024-12-23,16,8,41,13531.25,1,0.4207766481034066,4. BAJA PRIORIDAD
1022,2021-11-09,24,3950000,retail,0.177,1519791.6666666667,6650000,2024-10-13,23,79,38,22796.875,0,0.3588361500426629,4. BAJA PRIORIDAD
1022,2021-11-09,24,3950000,retail,0.177,1519791.6666666667,1700000,2024-10-13,23,79,38,22796.875,0,0.3588361500426629,4. BAJA PRIORIDAD
1022,2021-11-09,24,3950000,retail,0.177,1519791.6666666667,1500000,2024-10-13,23,79,38,22796.875,0,0.3588361500426629,4. BAJA PRIORIDAD
1022,2021-11-09,24,3950000,retail,0.177,1519791.6666666667,800000,2024-10-13,23,79,38,22796.875,0,0.3588361500426629,4. BAJA PRIORIDAD
1023,2021-04-27,41,4650000,retail,0.395,2625520.8333333335,13700000,2024-12-03,29,28,44,39382.8125,0,0.3065848471599544,2. FIDELIZAR (Cuidar)
1023,2021-04-27,41,4650000,retail,0.395,2625520.8333333335,6600000,2024-12-03,29,28,44,39382.8125,0,0.3065848471599544,2. FIDELIZAR (Cuidar)
1023,2021-04-27,41,4650000,retail,0.395,2625520.8333333335,1400000,2024-12-03,29,28,44,39382.8125,0,0.3065848471599544,2. FIDELIZAR (Cuidar)
1023,2021-04-27,41,4650000,retail,0.395,2625520.8333333335,0,2024-12-03,29,28,44,39382.8125,1,0.3065848471599544,2. FIDELIZAR (Cuidar)
1024,2023-07-26,54,3550000,retail,0.289,961458.3333333334,5950000,2024-07-21,14,163,17,14421.875,0,0.5686343390846753,4. BAJA PRIORIDAD
1024,2023-07-26,54,3550000,retail,0.289,961458.3333333334,1700000,2024-07-21,14,163,17,14421.875,0,0.5686343390846753,4. BAJA PRIORIDAD
1024,2023-07-26,54,3550000,retail,0.289,961458.3333333334,300000,2024-07-21,14,163,17,14421.875,0,0.5686343390846753,4. BAJA PRIORIDAD
1024,2023-07-26,54,3550000,retail,0.289,961458.3333333334,0,2024-07-21,14,163,17,14421.875,1,0.5686343390846753,4. BAJA PRIORIDAD
1025,2022-07-29,21,3750000,retail,0.258,530729.1666666666,3450000,2024-12-29,14,2,29,7960.937499999999,0,0.44413234167538135,4. BAJA PRIORIDAD
1025,2022-07-29,21,3750000,retail,0.258,530729.1666666666,1250000,2024-12-29,14,2,29,7960.937499999999,0,0.44413234167538135,4. BAJA PRIORIDAD
1025,2022-07-29,21,3750000,retail,0.258,530729.1666666666,550000,2024-12-29,14,2,29,7960.937499999999,0,0.44413234167538135,4. BAJA PRIORIDAD
1025,2022-07-29,21,3750000,retail,0.258,530729.1666666666,0,2024-12-29,14,2,29,7960.937499999999,1,0.44413234167538135,4. BAJA PRIORIDAD
1026,2021-09-01,20,2850000,retail,0.196,832291.6666666666,4950000,2024-11-30,19,31,40,12484.374999999998,0,0.46561797733574545,4. BAJA PRIORIDAD
1026,2021-09-01,20,2850000,retail,0.196,832291.6666666666,0,2024-11-30,19,31,40,12484.374999999998,1,0.46561797733574545,4. BAJA PRIORIDAD
1026,2021-09-01,20,2850000,retail,0.196,832291.6666666666,0,2024-11-30,19,31,40,12484.374999999998,1,0.46561797733574545,4. BAJA PRIORIDAD
1026,2021-09-01,20,2850000,retail,0.196,832291.6666666666,0,2024-11-30,19,31,40,12484.374999999998,1,0.46561797733574545,4. BAJA PRIORIDAD
1027,2022-06-21,44,4000000,retail,0.0,291666.6666666667,0,2024-03-24,26,282,30,4375.0,1,0.9805733765033964,3. DEJAR IR (No rentable)
1027,2022-06-21,44,4000000,retail,0.0,291666.6666666667,0,2024-03-24,26,282,30,4375.0,1,0.9805733765033964,3. DEJAR IR (No rentable)
1027,2022-06-21,44,4000000,retail,0.0,291666.6666666667,0,2024-03-24,26,282,30,4375.0,1,0.9805733765033964,3. DEJAR IR (No rentable)
1027,2022-06-21,44,4000000,retail,0.0,291666.6666666667,0,2024-03-24,26,282,30,4375.0,1,0.9805733765033964,3. DEJAR IR (No rentable)
1028,2021-03-16,34,7250000,retail,0.05,2715625.0,10100000,2024-12-21,24,10,46,40734.375,0,0.3397062586619534,2. FIDELIZAR (Cuidar)
1028,2021-03-16,34,7250000,retail,0.05,2715625.0,3400000,2024-12-21,24,10,46,40734.375,0,0.3397062586619534,2. FIDELIZAR (Cuidar)
1028,2021-03-16,34,7250000,retail,0.05,2715625.0,3350000,2024-12-21,24,10,46,40734.375,0,0.3397062586619534,2. FIDELIZAR (Cuidar)
1028,2021-03-16,34,7250000,retail,0.05,2715625.0,0,2024-12-21,24,10,46,40734.375,1,0.3397062586619534,2. FIDELIZAR (Cuidar)
1029,2022-01-21,31,5800000,retail,0.288,2260416.6666666665,11850000,2024-12-29,23,2,35,33906.25,0,0.32982854797403505,2. FIDELIZAR (Cuidar)
1029,2022-01-21,31,5800000,retail,0.288,2260416.6666666665,6700000,2024-12-29,23,2,35,33906.25,0,0.32982854797403505,2. FIDELIZAR (Cuidar)
1029,2022-01-21,31,5800000,retail,0.288,2260416.6666666665,0,2024-12-29,23,2,35,33906.25,1,0.32982854797403505,2. FIDELIZAR (Cuidar)
1029,2022-01-21,31,5800000,retail,0.288,2260416.6666666665,0,2024-12-29,23,2,35,33906.25,1,0.32982854797403505,2. FIDELIZAR (Cuidar)
1030,2024-05-18,33,4050000,retail,0.238,325520.8333333333,4600000,2024-12-24,14,7,7,4882.812499999999,0,0.4695695985552982,4. BAJA PRIORIDAD
1030,2024-05-18,33,4050000,retail,0.238,325520.8333333333,250000,2024-12-24,14,7,7,4882.812499999999,0,0.4695695985552982,4. BAJA PRIORIDAD
1030,2024-05-18,33,4050000,retail,0.238,325520.8333333333,0,2024-12-24,14,7,7,4882.812499999999,1,0.4695695985552982,4. BAJA PRIORIDAD
1030,2024-05-18,33,4050000,retail,0.238,325520.8333333333,0,2024-12-24,14,7,7,4882.812499999999,1,0.4695695985552982,4. BAJA PRIORIDAD
1031,2022-04-20,24,2900000,retail,0.359,1077083.3333333333,2800000,2024-12-23,24,8,32,16156.249999999998,0,0.35181269361457784,4. BAJA PRIORIDAD
1031,2022-04-20,24,2900000,retail,0.359,1077083.3333333333,1550000,2024-12-23,24,8,32,16156.249999999998,0,0.35181269361457784,4. BAJA PRIORIDAD
1031,2022-04-20,24,2900000,retail,0.359,1077083.3333333333,0,2024-12-23,24,8,32,16156.249999999998,1,0.35181269361457784,4. BAJA PRIORIDAD
1031,2022-04-20,24,2900000,retail,0.359,1077083.3333333333,1350000,2024-12-23,24,8,32,16156.249999999998,0,0.35181269361457784,4. BAJA PRIORIDAD
1032,2022-02-22,23,3350000,retail,0.079,902083.3333333334,4000000,2024-11-13,23,48,34,13531.25,0,0.4412007797449558,4. BAJA PRIORIDAD
1032,2022-02-22,23,3350000,retail,0.079,902083.3333333334,1900000,2024-11-13,23,48,34,13531.25,0,0.4412007797449558,4. BAJA PRIORIDAD
1032,2022-02-22,23,3350000,retail,0.079,902083.3333333334,250000,2024-11-13,23,48,34,13531.25,0,0.4412007797449558,4. BAJA PRIORIDAD
1032,2022-02-22,23,3350000,retail,0.079,902083.3333333334,0,2024-11-13,23,48,34,13531.25,1,0.4412007797449558,4. BAJA PRIORIDAD
1033,2021-12-13,35,2250000,retail,0.153,963020.8333333334,3950000,2024-12-27,22,4,37,14445.3125,0,0.41217650691406127,4. BAJA PRIORIDAD
1033,2021-12-13,35,2250000,retail,0.153,963020.8333333334,2800000,2024-12-27,22,4,37,14445.3125,0,0.41217650691406127,4. BAJA PRIORIDAD
1033,2021-12-13,35,2250000,retail,0.153,963020.8333333334,500000,2024-12-27,22,4,37,14445.3125,0,0.41217650691406127,4. BAJA PRIORIDAD
1033,2021-12-13,35,2250000,retail,0.153,963020.8333333334,0,2024-12-27,22,4,37,14445.3125,1,0.41217650691406127,4. BAJA PRIORIDAD
1034,2022-10-02,56,12450000,premium,0.534,5923958.333333333,23950000,2024-11-27,56,34,27,88859.37499999999,0,0.1914138575620007,2. FIDELIZAR (Cuidar)
1034,2022-10-02,56,12450000,premium,0.534,5923958.333333333,3550000,2024-11-27,56,34,27,88859.37499999999,0,0.1914138575620007,2. FIDELIZAR (Cuidar)
1034,2022-10-02,56,12450000,premium,0.534,5923958.333333333,21750000,2024-11-27,56,34,27,88859.37499999999,0,0.1914138575620007,2. FIDELIZAR (Cuidar)
1034,2022-10-02,56,12450000,premium,0.534,5923958.333333333,0,2024-11-27,56,34,27,88859.37499999999,1,0.1914138575620007,2. FIDELIZAR (Cuidar)
1035,2023-07-28,42,15550000,premium,0.438,5215104.166666667,21200000,2024-12-19,63,12,17,78226.5625,0,0.17390156223854705,2. FIDELIZAR (Cuidar)
1035,2023-07-28,42,15550000,premium,0.438,5215104.166666667,1450000,2024-12-19,63,12,17,78226.5625,0,0.17390156223854705,2. FIDELIZAR (Cuidar)
1035,2023-07-28,42,15550000,premium,0.438,5215104.166666667,24250000,2024-12-19,63,12,17,78226.5625,0,0.17390156223854705,2. FIDELIZAR (Cuidar)
1035,2023-07-28,42,15550000,premium,0.438,5215104.166666667,0,2024-12-19,63,12,17,78226.5625,1,0.17390156223854705,2. FIDELIZAR (Cuidar)
1036,2023-08-13,36,11850000,premium,0.297,3445833.3333333335,13150000,2024-12-28,50,3,16,51687.5,0,0.22046024593383162,2. FIDELIZAR (Cuidar)
1036,2023-08-13,36,11850000,premium,0.297,3445833.3333333335,19200000,2024-12-28,50,3,16,51687.5,0,0.22046024593383162,2. FIDELIZAR (Cuidar)
1036,2023-08-13,36,11850000,premium,0.297,3445833.3333333335,13800000,2024-12-28,50,3,16,51687.5,0,0.22046024593383162,2. FIDELIZAR (Cuidar)
1036,2023-08-13,36,11850000,premium,0.297,3445833.3333333335,3550000,2024-12-28,50,3,16,51687.5,0,0.22046024593383162,2. FIDELIZAR (Cuidar)
1037,2023-05-26,27,6550000,retail,0.287,3647395.8333333335,19800000,2024-12-26,30,5,19,54710.9375,0,0.327975049905226,2. FIDELIZAR (Cuidar)
1037,2023-05-26,27,6550000,retail,0.287,3647395.8333333335,10050000,2024-12-26,30,5,19,54710.9375,0,0.327975049905226,2. FIDELIZAR (Cuidar)
1037,2023-05-26,27,6550000,retail,0.287,3647395.8333333335,0,2024-12-26,30,5,19,54710.9375,1,0.327975049905226,2. FIDELIZAR (Cuidar)
1037,2023-05-26,27,6550000,retail,0.287,3647395.8333333335,0,2024-12-26,30,5,19,54710.9375,1,0.327975049905226,2. FIDELIZAR (Cuidar)
1038,2023-02-02,25,3600000,retail,0.207,739583.3333333334,0,2024-09-09,32,113,23,11093.75,1,0.7982690295357476,3. DEJAR IR (No rentable)
1038,2023-02-02,25,3600000,retail,0.207,739583.3333333334,0,2024-09-09,32,113,23,11093.75,1,0.7982690295357476,3. DEJAR IR (No rentable)
1038,2023-02-02,25,3600000,retail,0.207,739583.3333333334,0,2024-09-09,32,113,23,11093.75,1,0.7982690295357476,3. DEJAR IR (No rentable)
1038,2023-02-02,25,3600000,retail,0.207,739583.3333333334,0,2024-09-09,32,113,23,11093.75,1,0.7982690295357476,3. DEJAR IR (No rentable)
1039,2024-04-17,35,4100000,retail,0.24,516666.6666666667,7750000,2024-12-28,22,3,8,7750.0,0,0.3880385086763623,4. BAJA PRIORIDAD
1039,2024-04-17,35,4100000,retail,0.24,516666.6666666667,1400000,2024-12-28,22,3,8,7750.0,0,0.3880385086763623,4. BAJA PRIORIDAD
1039,2024-04-17,35,4100000,retail,0.24,516666.6666666667,800000,2024-12-28,22,3,8,7750.0,0,0.3880385086763623,4. BAJA PRIORIDAD
1039,2024-04-17,35,4100000,retail,0.24,516666.6666666667,0,2024-12-28,22,3,8,7750.0,1,0.3880385086763623,4. BAJA PRIORIDAD
1040,2024-04-20,28,2450000,retail,0.302,237500.0,2800000,2024-12-25,24,6,8,3562.5,0,0.437508469679593,4. BAJA PRIORIDAD
1040,2024-04-20,28,2450000,retail,0.302,237500.0,2250000,2024-12-25,24,6,8,3562.5,0,0.437508469679593,4. BAJA PRIORIDAD
1040,2024-04-20,28,2450000,retail,0.302,237500.0,1200000,2024-12-25,24,6,8,3562.5,0,0.437508469679593,4. BAJA PRIORIDAD
1040,2024-04-20,28,2450000,retail,0.302,237500.0,0,2024-12-25,24,6,8,3562.5,1,0.437508469679593,4. BAJA PRIORIDAD
1041,2022-10-26,29,4300000,retail,0.365,1851562.5,5500000,2024-12-28,33,3,26,27773.4375,0,0.3118361028005785,4. BAJA PRIORIDAD
1041,2022-10-26,29,4300000,retail,0.365,1851562.5,3900000,2024-12-28,33,3,26,27773.4375,0,0.3118361028005785,4. BAJA PRIORIDAD
1041,2022-10-26,29,4300000,retail,0.365,1851562.5,0,2024-12-28,33,3,26,27773.4375,1,0.3118361028005785,4. BAJA PRIORIDAD
1041,2022-10-26,29,4300000,retail,0.365,1851562.5,1050000,2024-12-28,33,3,26,27773.4375,0,0.3118361028005785,4. BAJA PRIORIDAD
1042,2021-01-25,31,4800000,retail,0.054,1946875.0,3950000,2024-10-10,21,82,47,29203.125,0,0.358409736551303,2. FIDELIZAR (Cuidar)
1042,2021-01-25,31,4800000,retail,0.054,1946875.0,5650000,2024-10-10,21,82,47,29203.125,0,0.358409736551303,2. FIDELIZAR (Cuidar)
1042,2021-01-25,31,4800000,retail,0.054,1946875.0,950000,2024-10-10,21,82,47,29203.125,0,0.358409736551303,2. FIDELIZAR (Cuidar)
1042,2021-01-25,31,4800000,retail,0.054,1946875.0,0,2024-10-10,21,82,47,29203.125,1,0.358409736551303,2. FIDELIZAR (Cuidar)
1043,2024-04-18,36,1400000,retail,0.146,166666.66666666666,1250000,2024-12-26,17,5,8,2499.9999999999995,0,0.45013156644156516,4. BAJA PRIORIDAD
1043,2024-04-18,36,1400000,retail,0.146,166666.66666666666,1450000,2024-12-26,17,5,8,2499.9999999999995,0,0.45013156644156516,4. BAJA PRIORIDAD
1043,2024-04-18,36,1400000,retail,0.146,166666.66666666666,800000,2024-12-26,17,5,8,2499.9999999999995,0,0.45013156644156516,4. BAJA PRIORIDAD
1043,2024-04-18,36,1400000,retail,0.146,166666.66666666666,0,2024-12-26,17,5,8,2499.9999999999995,1,0.45013156644156516,4. BAJA PRIORIDAD
1044,2022-12-11,43,30300000,premium,0.581,4443229.166666667,30200000,2024-12-25,56,6,25,66648.4375,0,0.23054406597783136,2. FIDELIZAR (Cuidar)
1044,2022-12-11,43,30300000,premium,0.581,4443229.166666667,13150000,2024-12-25,56,6,25,66648.4375,0,0.23054406597783136,2. FIDELIZAR (Cuidar)
